Id,Type,Discipline,AmountCatecory,InstitutionType,FundingInstrument,Count
9fa7df94c0de401fbbb5b79a149ff741,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,Other,Programmes,2
4141c7b7ecf543c5b2a9ca7398b4017d,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,Other,Project funding,7
e791f96222cf4e82ba2ffbb9498615c4,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,UAS / UTE,Programmes,5
2ab3a8fedc9f4443b44fbaca527cd248,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,UAS / UTE,Project funding,8
121f62c0e7884fae9e111fd02b12f072,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,UAS / UTE,Science communication,48
bd4fcbb4804f4508a651349afb65f3db,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,University,Careers,5
781b29026c34408ebc7ff9d54b736f82,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,University,Infrastructure,2
d42ada7bdf874c409e1d146790c82b0e,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,University,Programmes,16
e4a246c18b6a4885b146f22daad80848,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,University,Project funding,89
be0e1f9696a94eb0a12c473cda85f171,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,University,Science communication,10
15eeaac27a304516afcc79e96936f1ad,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,ETH Domain,Careers,10
1766ea301eb14e76af0e5c7c5d63b77a,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,ETH Domain,Programmes,21
ea0fd5c38e25476a9d7092ffb95a1ff0,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,ETH Domain,Project funding,81
df5b17cb78f449c0b5831f2fe9f9fb9f,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,Other,Careers,1
35183192b6d644798e4c3a0658a7854f,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,Other,Programmes,2
d12d3ad59eed48e694f8d3561fbdb2b1,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,UAS / UTE,Programmes,6
9e655985b0714136a0c71aa23d750d38,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,UAS / UTE,Project funding,3
6e59abea99204b05ab0016328d19ed1e,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,University,Careers,13
1c021fc8073a4cfb89ced85f437829e6,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,University,Programmes,29
6c485adb661e47f89f8855b0fd645ae3,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,University,Project funding,56
95eaae84e2234b80979f443fddea8945,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,ETH Domain,Careers,2
92b81d9c32654cfcbbd8fdcfcf259e0c,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,ETH Domain,Programmes,8
8f430566389b40a1804d513919b610f4,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,ETH Domain,Project funding,26
a79d4c76933c48d7854569d8cf4645f5,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,Other,Project funding,2
c1f9950415f249da8c32b7073d88d64a,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,UAS / UTE,Programmes,3
2d834beaa9b743a0a6af0c7074f85244,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,University,Careers,2
45ccab5f091541368b0accb07882f178,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,University,Programmes,8
4c3a70557354430f9ba4fb2b8aeec7bf,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,University,Project funding,57
b079127febe24c7c85d659e061084cae,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",800'000+,ETH Domain,Careers,72
997ffe276262443daf1a106b8032b108,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",800'000+,ETH Domain,Programmes,18
f58844e70f3946ce955ee61a03535e06,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",800'000+,ETH Domain,Project funding,37
0001783bf11b43009f030a0f207d65c6,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",800'000+,Other,Programmes,8
1b34020a103f4b8c9e5482badc32c228,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",800'000+,UAS / UTE,Careers,2
d444b24f9d094ac798163a1382da1a67,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",800'000+,University,Careers,62
7b5d8e2b801f4528896ea5342507d5bc,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",800'000+,University,Infrastructure,14
f36adc7ed1aa44f79f1ebc1480f1e8cc,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",800'000+,University,Programmes,35
73a0b11cb301432bb7303373c7147884,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",800'000+,University,Project funding,143
0aa2c7e1dcf54525a88de2c85f2b867c,Video/Film,Biology and Medicine,1 - 200'000,ETH Domain,Project funding,1
0cef5d3de109458ca84032d756bb75f0,Video/Film,Biology and Medicine,1 - 200'000,ETH Domain,Science communication,3
c12dc17427584769bb05ff93eb84bc31,Video/Film,Biology and Medicine,1 - 200'000,Other,Science communication,2
748fa9578ac5439f826f5d363c7fc683,Video/Film,Biology and Medicine,1 - 200'000,University,Science communication,9
823f25401e8c4efcbeabfd31a19df692,Video/Film,Biology and Medicine,200'000 - 400'000,ETH Domain,Careers,1
1701c5c1ffbe455fb80d8ff5746a2c66,Video/Film,Biology and Medicine,200'000 - 400'000,ETH Domain,Project funding,1
6ac68aa58db34a149766aeb11bef1c81,Video/Film,Biology and Medicine,200'000 - 400'000,University,Project funding,4
d26701ec7e854f68abeec6cec2ac07e9,Video/Film,Biology and Medicine,400'000 - 600'000,ETH Domain,Project funding,1
ccaa7edd745e4a8a92e4fd1e24cb6241,Video/Film,Biology and Medicine,400'000 - 600'000,Other,Programmes,2
f477c2a306984815831e24caac9e8639,Video/Film,Biology and Medicine,400'000 - 600'000,University,Programmes,2
bf4eb682b78c444cabca13dfff3a80be,Video/Film,Biology and Medicine,400'000 - 600'000,University,Project funding,4
2fe1f02a0dbe4ef9aa9025db25160b09,Video/Film,Biology and Medicine,600'000 - 800'000,ETH Domain,Careers,2
07d29ebdcf8f4d4fbe708cb959637fe2,Video/Film,Biology and Medicine,600'000 - 800'000,ETH Domain,Project funding,3
5c279ccb3826414e9ce53011f0b4b5da,Video/Film,Biology and Medicine,600'000 - 800'000,University,Project funding,4
6f5627ec08464197835ef07a33a68965,Video/Film,Biology and Medicine,800'000+,ETH Domain,Careers,1
3a420c7f9459460bbffb722ccf3290c2,Video/Film,Biology and Medicine,800'000+,University,Careers,1
22f9ef43c7a94d5ea27095828e317cc0,Video/Film,Biology and Medicine,800'000+,University,Programmes,4
ef73fd70db6a4f0d857183907c098a92,Video/Film,Humanities and Social Sciences,1 - 200'000,ETH Domain,Science communication,5
5ce13c8661254f18a1d011e144f1d58d,Video/Film,Humanities and Social Sciences,1 - 200'000,Other,Project funding,1
783730500643409390cf75fa6fa36074,Video/Film,Humanities and Social Sciences,1 - 200'000,Other,Science communication,2
9a9079af6edd4046a55379eb5eeb7f63,Video/Film,Humanities and Social Sciences,1 - 200'000,UAS / UTE,Project funding,4
dae3e434fa104f16a3b7bd49a92b9c80,Video/Film,Humanities and Social Sciences,1 - 200'000,UAS / UTE,Science communication,7
8d350bd10e174f609bcf83571f359cb6,Video/Film,Humanities and Social Sciences,1 - 200'000,University,Programmes,3
